Year,Month,Coal Consumption,Natural Gas Consumption (Excluding Supplemental Gaseous Fuels),Petroleum Consumption (Excluding Biofuels),Total Fossil Fuels Consumption,Nuclear Electric Power Consumption,Hydroelectric Power Consumption,Geothermal Energy Consumption,Solar Energy Consumption,Wind Energy Consumption,Biomass Energy Consumption,Total Renewable Energy Consumption,Total Primary Energy Consumption
2006,6,1.903022,1.588425,3.322214,6.819267,0.713665,0.295163,0.014911,0.006222,0.020351,0.27164,0.608287,8.146062
2006,7,2.101758,1.802412,3.386528,7.294424,0.753266,0.252333,0.015628,0.006418,0.019392,0.280203,0.573974,8.632133
2006,8,2.123005,1.79505,3.511486,7.432139,0.751488,0.215524,0.015902,0.006569,0.016418,0.282741,0.537154,8.731275
2006,9,1.843209,1.497401,3.252845,6.606302,0.695413,0.170621,0.015112,0.005776,0.018639,0.273896,0.484045,7.785762
2006,10,1.84049,1.684294,3.384152,6.921649,0.60011,0.16917,0.015766,0.005096,0.024223,0.282458,0.496715,8.01968
2006,11,1.807172,1.809025,3.2453,6.862516,0.640629,0.201075,0.014993,0.004073,0.025199,0.277249,0.52259,8.028324
2006,12,1.956143,2.175717,3.367123,7.501847,0.73556,0.21421,0.015913,0.003746,0.024517,0.289959,0.548344,8.793294
2007,1,1.991341,2.535185,3.308294,7.838025,0.776251,0.257426,0.016297,0.003375,0.024239,0.295687,0.597023,9.217789
2007,2,1.834678,2.629609,3.100993,7.566001,0.684143,0.183513,0.014248,0.003691,0.024906,0.26465,0.491007,8.750832
2007,3,1.795345,2.179702,3.323562,7.29742,0.674497,0.238832,0.015392,0.005303,0.030117,0.287435,0.57708,8.555148
2007,4,1.664669,1.853482,3.219895,6.739492,0.601035,0.236135,0.014824,0.005855,0.031349,0.277639,0.565801,7.915978
2007,5,1.774994,1.598472,3.349831,6.726061,0.682043,0.257448,0.014904,0.006702,0.029181,0.285363,0.593598,8.01359
2007,6,1.947326,1.592406,3.253306,6.798607,0.722934,0.225519,0.015616,0.006757,0.0259,0.284184,0.557977,8.090384
2007,7,2.082997,1.700412,3.364006,7.145962,0.762954,0.22217,0.015849,0.007065,0.021333,0.295092,0.56151,8.48329
2007,8,2.133506,1.942316,3.416924,7.49518,0.763084,0.197092,0.015891,0.006896,0.026681,0.295746,0.542305,8.81248
2007,9,1.907819,1.628035,3.198503,6.737768,0.708832,0.145715,0.015414,0.006286,0.028335,0.28664,0.48239,7.933705
2007,10,1.831655,1.66616,3.30936,6.807023,0.647062,0.146248,0.015989,0.005601,0.033374,0.302388,0.5036,7.964549
2007,11,1.801219,1.877753,3.199561,6.883434,0.680729,0.155001,0.015347,0.004436,0.030591,0.296006,0.501382,8.074189
2007,12,1.983916,2.459226,3.323381,7.770058,0.755027,0.181289,0.016003,0.004036,0.034497,0.313995,0.54982,9.081813
2008,1,2.025644,2.802167,3.234632,8.066247,0.739318,0.204758,0.015825,0.003752,0.042108,0.327188,0.59363,9.41029
2008,2,1.866872,2.565362,2.982842,7.416912,0.680743,0.185146,0.014369,0.004225,0.037955,0.299991,0.541686,8.649759
2008,3,1.801188,2.333853,3.161089,7.303725,0.676417,0.213526,0.016239,0.00607,0.047122,0.313922,0.596878,8.584342
2008,4,1.667478,1.867975,3.074086,6.617114,0.599242,0.219093,0.01579,0.006807,0.05149,0.31325,0.60643,7.832112
2008,5,1.754297,1.614659,3.167792,6.539491,0.67756,0.268237,0.016318,0.007464,0.052623,0.320296,0.664939,7.889878
2008,6,1.918698,1.643025,3.047686,6.618345,0.734978,0.287514,0.016206,0.007812,0.050653,0.311788,0.673973,8.03667
2008,7,2.092275,1.750827,3.125737,6.974474,0.776775,0.25182,0.016514,0.007968,0.039499,0.33018,0.645981,8.411947
2008,8,2.045647,1.723791,3.070336,6.840556,0.758994,0.209193,0.016454,0.007841,0.032167,0.33184,0.597497,8.21186
2008,9,1.836245,1.494838,2.771451,6.104693,0.700847,0.15942,0.015944,0.007118,0.03066,0.319736,0.532877,7.348855
2008,10,1.736712,1.673995,3.152204,6.563795,0.656598,0.152441,0.016495,0.006249,0.04687,0.331946,0.554001,7.779875
2008,11,1.741143,1.913676,2.932666,6.588885,0.662742,0.154392,0.01594,0.004924,0.049207,0.324878,0.549341,7.805137
2008,12,1.901237,2.458786,3.048861,7.40631,0.762278,0.205569,0.016339,0.004588,0.065193,0.326377,0.618066,8.793599
2009,1,1.903992,2.79216,3.027863,7.722378,0.775038,0.229265,0.01714,0.003878,0.05808,0.313715,0.622078,9.126375
2009,2,1.581659,2.384794,2.684451,6.649806,0.671752,0.173845,0.015517,0.004402,0.057117,0.286141,0.537023,7.866614
2009,3,1.536126,2.218983,2.961044,6.714718,0.703269,0.213036,0.017252,0.006418,0.069287,0.317339,0.623332,8.045558
2009,4,1.421731,1.779264,2.853152,6.051653,0.621353,0.251513,0.016341,0.007204,0.072787,0.307442,0.655288,7.334454
2009,5,1.485788,1.536921,2.86846,5.889515,0.683971,0.288502,0.016616,0.007959,0.061117,0.323274,0.697469,7.280292
2009,6,1.654827,1.561083,2.888495,6.102856,0.729356,0.285318,0.016212,0.007953,0.05465,0.323707,0.68784,7.530644
2009,7,1.759589,1.694878,2.93252,6.385124,0.762973,0.228235,0.016814,0.008472,0.04836,0.343778,0.645659,7.807674
2009,8,1.810859,1.775076,2.983297,6.565902,0.755606,0.191105,0.016773,0.008349,0.053333,0.348901,0.618461,7.955239
2009,9,1.554736,1.608916,2.834324,5.996211,0.687698,0.169421,0.016289,0.007506,0.045391,0.330682,0.56929,7.263741
2009,10,1.579969,1.702122,2.937771,6.216283,0.606841,0.192185,0.016479,0.006661,0.066501,0.347009,0.628834,7.463399
2009,11,1.549706,1.814114,2.8111,6.173966,0.617805,0.205035,0.016841,0.005313,0.067102,0.343246,0.637537,7.438
2009,12,1.852224,2.547629,2.996666,7.394065,0.739558,0.241363,0.017912,0.004876,0.067403,0.354782,0.686335,8.831041
2010,1,1.917331,2.86903,2.892448,7.674596,0.758495,0.218369,0.017852,0.004468,0.066871,0.367294,0.674854,9.12207
2010,2,1.708841,2.533045,2.644636,6.890472,0.681945,0.200874,0.015872,0.005033,0.052993,0.342116,0.616888,8.200866
2010,3,1.638165,2.186711,2.988986,6.81611,0.675562,0.203761,0.017801,0.007235,0.083795,0.374892,0.687483,8.189559
2010,4,1.446342,1.725374,2.906005,6.078281,0.602151,0.186307,0.01699,0.008252,0.095262,0.365582,0.672394,7.361723
2010,5,1.620805,1.648905,2.961855,6.233575,0.696713,0.244673,0.017839,0.009395,0.084853,0.374413,0.731173,7.665975
2010,6,1.847581,1.682136,2.973783,6.504583,0.713885,0.291254,0.017219,0.009689,0.078526,0.37448,0.771168,7.998152
2010,7,1.998568,1.862228,3.026082,6.887004,0.75164,0.239186,0.017479,0.009943,0.065598,0.385875,0.718081,8.366321
2010,8,1.99481,1.916484,3.087218,6.999945,0.748093,0.196283,0.017706,0.009807,0.065227,0.387501,0.676525,8.430768
2010,9,1.696615,1.669663,2.951903,6.317627,0.725068,0.168439,0.01711,0.008896,0.069321,0.374086,0.637853,7.682324
2010,10,1.52186,1.69746,2.956527,6.173845,0.655872,0.172515,0.016975,0.00762,0.0775,0.383983,0.658593,7.489785
2010,11,1.563713,2.013095,2.867965,6.439027,0.654872,0.190842,0.017108,0.006396,0.095098,0.380095,0.68954,7.786146
2010,12,1.879339,2.770623,3.063096,7.70799,0.770138,0.226037,0.018027,0.005793,0.088383,0.395319,0.73356,9.220542
2011,1,1.88754,2.947202,2.941462,7.776325,0.761181,0.24806,0.01848,0.00563,0.083077,0.384854,0.740101,9.286777
2011,2,1.559705,2.50194,2.637718,6.699789,0.677953,0.234459,0.016676,0.006481,0.101547,0.352374,0.711537,8.096854
2011,3,1.543832,2.27445,2.992478,6.812883,0.687083,0.302503,0.018388,0.008976,0.102452,0.384329,0.816648,8.325084
2011,4,1.420945,1.860165,2.811115,6.092503,0.570783,0.303084,0.017258,0.010177,0.120689,0.364286,0.815493,7.486272
2011,5,1.550327,1.698892,2.869596,6.120641,0.596583,0.316615,0.018194,0.011328,0.114378,0.37911,0.839626,7.569207
2011,6,1.757176,1.688805,2.901812,6.349218,0.682987,0.312381,0.01702,0.011726,0.106731,0.389087,0.836944,7.879953
2011,7,1.952516,1.926916,2.92215,6.801611,0.757017,0.303962,0.017723,0.011894,0.07276,0.389828,0.796166,8.371063
2011,8,1.916144,1.92815,3.029145,6.877569,0.746487,0.250319,0.017777,0.012159,0.072613,0.402432,0.755301,8.394966
2011,9,1.613884,1.686983,2.85795,6.159359,0.699506,0.207705,0.017127,0.010864,0.066739,0.380432,0.682866,7.552035
2011,10,1.475112,1.777421,2.930054,6.182237,0.662758,0.192254,0.017836,0.0098,0.102265,0.389052,0.711207,7.565711
2011,11,1.425056,2.07127,2.861143,6.355753,0.674655,0.200932,0.01757,0.007816,0.120853,0.389976,0.737148,7.775544
2011,12,1.555548,2.592346,2.884551,7.034714,0.751706,0.23058,0.018261,0.007601,0.103532,0.410732,0.770705,8.568678
2012,1,1.491043,2.816977,2.834042,7.144212,0.758482,0.219888,0.0174,0.007466,0.129726,0.378211,0.75269,8.666355
2012,2,1.338104,2.555762,2.697773,6.591734,0.669053,0.193017,0.016387,0.008357,0.105171,0.361337,0.684269,7.954506
2012,3,1.232736,2.173561,2.806975,6.215814,0.646854,0.246546,0.017608,0.011942,0.133476,0.381016,0.790588,7.663517
2012,4,1.112027,1.994864,2.727073,5.839891,0.585471,0.250215,0.017084,0.01377,0.120941,0.365258,0.767268,7.205389
2012,5,1.329279,1.913537,2.880805,6.124276,0.650551,0.272562,0.017787,0.016255,0.119336,0.384623,0.810563,7.600137
2012,6,1.497893,1.90813,2.841532,6.247402,0.682603,0.253685,0.017361,0.016975,0.113928,0.377961,0.77991,7.724107
2012,7,1.789989,2.114077,2.885951,6.789834,0.724406,0.252091,0.017946,0.017404,0.083946,0.380753,0.752139,8.285714
2012,8,1.718283,2.051682,2.976717,6.746537,0.729361,0.219192,0.017786,0.016816,0.08059,0.391634,0.726017,8.220671
2012,9,1.455586,1.845379,2.71936,6.019045,0.67601,0.167517,0.017576,0.015692,0.083642,0.365918,0.650345,7.359055
2012,10,1.402746,1.941321,2.895526,6.236452,0.626049,0.15702,0.018027,0.014434,0.120241,0.379735,0.689455,7.564448
2012,11,1.472029,2.214645,2.778067,6.462099,0.594293,0.178257,0.018023,0.011777,0.110848,0.369367,0.688272,7.757953
2012,12,1.53852,2.55865,2.789278,6.886605,0.718688,0.218713,0.018608,0.011361,0.138215,0.381123,0.768019,8.384662
2013,1,1.572497,2.95182,2.890235,7.413982,0.746119,0.236889,0.018578,0.010475,0.14062,0.390743,0.797304,8.972153
2013,2,1.41441,2.632217,2.588981,6.636237,0.64244,0.194813,0.016666,0.012233,0.134295,0.356257,0.714264,8.007429
2013,3,1.481315,2.584486,2.855265,6.918264,0.657737,0.195918,0.018543,0.017077,0.150325,0.399652,0.781514,8.3733
2013,4,1.28707,2.015981,2.774659,6.076252,0.593157,0.239451,0.017376,0.018669,0.166741,0.388467,0.830705,7.51368
2013,5,1.363673,1.795051,2.901584,6.060583,0.6567,0.271442,0.01787,0.020769,0.154933,0.405242,0.870257,7.604649
2013,6,1.564343,1.785401,2.816439,6.163129,0.694124,0.261271,0.017415,0.022017,0.131171,0.407273,0.839147,7.715212
2013,7,1.722982,1.973521,2.985012,6.679546,0.737064,0.260036,0.018148,0.0223,0.105844,0.419772,0.826101,8.262746
2013,8,1.700671,1.974609,2.964994,6.638514,0.745477,0.206403,0.018011,0.02325,0.091917,0.417015,0.756596,8.161546
2013,9,1.520094,1.810038,2.880053,6.209405,0.687533,0.161826,0.017616,0.022042,0.111382,0.403071,0.715938,7.629706
2013,10,1.401506,1.912351,2.962459,6.275289,0.660205,0.164092,0.018402,0.021261,0.130092,0.422721,0.756568,7.706898
2013,11,1.393993,2.374758,2.890335,6.656275,0.678929,0.168655,0.016959,0.017577,0.150779,0.414747,0.768716,8.119832
2013,12,1.616079,2.994905,2.887915,7.496801,0.744947,0.201585,0.018423,0.017328,0.13326,0.436071,0.806667,9.062807
2014,1,1.74661,3.301739,2.934395,7.981908,0.765208,0.205737,0.018279,0.016542,0.170336,0.414238,0.825132,9.586525
2014,2,1.599885,2.824408,2.622714,7.045436,0.655141,0.165437,0.016342,0.017939,0.133222,0.379248,0.712188,8.423493
2014,3,1.52349,2.634668,2.832767,6.99032,0.652611,0.230685,0.018114,0.026187,0.168668,0.418492,0.862147,8.51752
2014,4,1.239603,2.019421,2.819766,6.07762,0.589726,0.241934,0.017711,0.029029,0.177224,0.406913,0.872811,7.55194
2014,5,1.356781,1.862981,2.881629,6.099528,0.658367,0.252432,0.018064,0.033086,0.148369,0.418502,0.870454,7.64392
2014,6,1.558821,1.796176,2.824066,6.178278,0.712658,0.244824,0.017519,0.034867,0.150247,0.418861,0.866318,7.772431
2014,7,1.70228,1.935907,2.982771,6.61897,0.752422,0.231639,0.017942,0.034299,0.115902,0.434169,0.833952,8.22332
2014,8,1.69355,1.989587,2.982831,6.662978,0.743936,0.188367,0.018034,0.035031,0.096722,0.433983,0.772137,8.198891
2014,9,1.456971,1.86203,2.873933,6.190374,0.706343,0.152867,0.017654,0.033184,0.109553,0.410079,0.723337,7.63803
2014,10,1.304013,1.968636,3.040751,6.311486,0.652547,0.163184,0.018185,0.03086,0.13797,0.425867,0.776066,7.755184
2014,11,1.375805,2.427781,2.8778,6.679229,0.681301,0.177123,0.018176,0.025046,0.179424,0.416472,0.816242,8.192835
2014,12,1.439824,2.759504,2.984391,7.180598,0.767299,0.212347,0.018469,0.02135,0.139904,0.438711,0.830781,8.793318
2015,1,1.498062,3.225121,2.961414,7.682537,0.776715,0.224946,0.018085,0.021048,0.141296,0.412264,0.817639,9.294707
2015,2,1.408891,3.02876,2.722946,7.159352,0.66368,0.207684,0.016614,0.025062,0.139054,0.381589,0.770002,8.607429
2015,3,1.238275,2.682045,2.979363,6.899031,0.67503,0.226274,0.018384,0.034925,0.142655,0.414485,0.836722,8.430192
2015,4,1.036587,2.077147,2.872362,5.984159,0.625226,0.209407,0.017077,0.039575,0.166504,0.402734,0.835297,7.46496
2015,5,1.206388,1.92174,2.975375,6.101003,0.688414,0.187549,0.018348,0.042535,0.159833,0.424094,0.83236,7.642273
2015,6,1.438646,1.965222,2.959396,6.36044,0.716542,0.190239,0.017349,0.043229,0.125073,0.421783,0.797672,7.895389
2015,7,1.586788,2.139057,3.109682,6.834754,0.746829,0.195832,0.018036,0.044959,0.127442,0.436867,0.823136,8.426042
2015,8,1.530787,2.12351,3.076788,6.729872,0.75732,0.178199,0.017919,0.045266,0.121893,0.436438,0.799715,8.309123
2015,9,1.351456,1.966653,2.896806,6.214951,0.69521,0.149981,0.016429,0.038976,0.130201,0.417144,0.752731,7.68303
2015,10,1.137837,2.055676,2.992968,6.184823,0.633451,0.154979,0.017722,0.034293,0.152646,0.419379,0.779019,7.612865
2015,11,1.045014,2.32738,2.827707,6.197692,0.63024,0.180209,0.017647,0.029646,0.183414,0.4161,0.827016,7.672648
2015,12,1.070137,2.678785,2.993292,6.741673,0.728229,0.21588,0.018225,0.027219,0.187297,0.432038,0.880659,8.367964
2016,1,1.29718,3.200999,2.918022,7.415254,0.758537,0.236473,0.017675,0.026077,0.170482,0.409139,0.859847,9.054568
2016,2,1.074345,2.745566,2.844096,6.663741,0.686509,0.222851,0.01651,0.035136,0.185916,0.39751,0.857923,8.224827
2016,3,0.867377,2.438381,3.031618,6.3369,0.691851,0.252863,0.01752,0.043408,0.202545,0.420422,0.936758,7.98304
2016,4,0.844204,2.156019,2.886959,5.886045,0.656112,0.238906,0.016366,0.048072,0.192019,0.393995,0.889359,7.446024
2016,5,0.960164,2.033497,2.96594,5.958827,0.696324,0.23529,0.017766,0.05533,0.174004,0.421314,0.903704,7.576566
2016,6,1.314479,2.069855,2.963421,6.347812,0.702587,0.214523,0.016758,0.056391,0.150513,0.419314,0.857499,7.92884
2016,7,1.528865,2.262495,3.034521,6.824567,0.735784,0.198076,0.017484,0.061657,0.162653,0.435478,0.875347,8.45992
2016,8,1.521198,2.285098,3.12859,6.932325,0.748095,0.180666,0.017604,0.061142,0.125457,0.441956,0.826825,8.530317
2016,9,1.296259,2.015024,2.941776,6.251514,0.684522,0.151106,0.017453,0.055455,0.151438,0.416646,0.792099,7.744208
2016,10,1.147161,1.991499,3.02511,6.160696,0.63521,0.160072,0.017871,0.049045,0.187736,0.420066,0.83479,7.648843
2016,11,1.022244,2.234524,2.919385,6.171333,0.681705,0.173638,0.017796,0.041405,0.179153,0.426477,0.838469,7.711991
2016,12,1.352427,2.967399,3.052454,7.37,0.749517,0.207976,0.018801,0.0371,0.213679,0.460759,0.938316,9.074461
2017,1,1.312712,3.014317,2.955618,7.279425,0.764768,0.245323,0.018356,0.036265,0.191619,0.417924,0.909486,8.975976
2017,2,1.011109,2.420363,2.646576,6.076847,0.664778,0.220023,0.016285,0.041848,0.203525,0.381122,0.862803,7.621428
2017,3,1.029337,2.609482,3.076851,6.714135,0.68081,0.272826,0.018173,0.065102,0.237056,0.425446,1.018604,8.430694
2017,4,0.937459,1.996846,2.913214,5.846171,0.593479,0.270949,0.017576,0.071374,0.233807,0.404349,0.998055,7.452908
2017,5,1.065558,1.954749,3.079755,6.098856,0.64127,0.300409,0.017387,0.082185,0.212522,0.426351,1.038855,7.79349
2017,6,1.217991,1.973654,3.056385,6.245456,0.700866,0.28169,0.017046,0.085986,0.185566,0.424675,0.994964,7.958965
2017,7,1.432549,2.213217,3.089753,6.734308,0.745875,0.24505,0.01804,0.081763,0.148514,0.430817,0.924182,8.422125
2017,8,1.355633,2.163859,3.129964,6.645986,0.757067,0.202998,0.01795,0.079021,0.127866,0.442131,0.869966,8.292591
2017,9,1.139638,1.983682,2.92902,6.050237,0.712236,0.176445,0.017486,0.073142,0.165021,0.40814,0.840234,7.618185
2017,10,1.050775,2.09886,3.067165,6.21255,0.690239,0.163053,0.016579,0.06656,0.224509,0.424064,0.894765,7.808618
2017,11,1.068561,2.43674,3.007509,6.509779,0.696756,0.183231,0.017239,0.048172,0.208351,0.423149,0.880143,8.097279
2017,12,1.216143,3.189328,3.091345,7.493366,0.770824,0.204969,0.018115,0.045508,0.204535,0.436446,0.909573,9.187598
2018,1,1.333689,3.456029,3.125916,7.911819,0.780456,0.228183,0.017604,0.048528,0.233052,0.431059,0.958427,9.66464
2018,2,0.963381,2.803588,2.710937,6.47658,0.67738,0.22671,0.016471,0.055447,0.211117,0.388145,0.89789,8.063861
2018,3,0.941137,2.892652,3.159162,6.990649,0.700826,0.235435,0.017836,0.073556,0.240926,0.43144,0.999192,8.705691
2018,4,0.862632,2.430476,2.961549,6.252246,0.618237,0.25596,0.016034,0.086122,0.240627,0.407361,1.006104,7.886506
2018,5,0.993204,2.124184,3.104108,6.219886,0.703833,0.277165,0.017981,0.096405,0.218069,0.43923,1.048849,7.98655
2018,6,1.160101,2.132796,3.089277,6.380783,0.728583,0.251248,0.017053,0.102097,0.224895,0.424019,1.019311,8.143276
2018,7,1.311145,2.430807,3.164602,6.904313,0.757528,0.228506,0.017862,0.097077,0.14973,0.440245,0.93342,8.610394
2018,8,1.309089,2.392477,3.276917,6.97706,0.755713,0.200442,0.017839,0.095071,0.180682,0.446048,0.940081,8.68992
2018,9,1.120034,2.228765,2.975237,6.322819,0.676697,0.174484,0.017308,0.08451,0.168603,0.408369,0.853274,7.863674
2018,10,1.017038,2.361914,3.187121,6.564261,0.620995,0.177967,0.016983,0.072291,0.192949,0.43095,0.891141,8.086068
2018,11,1.081731,2.807712,3.057472,6.943583,0.668643,0.199493,0.017335,0.05562,0.200431,0.421633,0.894512,8.515365
2018,12,1.158351,3.10144,3.079522,7.336542,0.749177,0.207545,0.018558,0.048381,0.221284,0.436031,0.9318,9.02835
2019,1,1.161355,3.550046,3.129623,7.838231,0.769584,0.220824,0.017771,0.052378,0.216404,0.421549,0.928926,9.54814
2019,2,0.949162,3.130155,2.75722,6.835727,0.675753,0.203751,0.016382,0.05633,0.201456,0.391999,0.869917,8.39209
2019,3,0.932727,3.034601,3.064924,7.031288,0.679562,0.234504,0.018061,0.083911,0.229506,0.423296,0.989278,8.70832
2019,4,0.719249,2.292548,3.000967,6.011698,0.632586,0.247739,0.016386,0.095075,0.257491,0.407599,1.024289,7.676715
2019,5,0.850009,2.211003,3.116378,6.175787,0.700904,0.2848,0.017342,0.101994,0.229565,0.432173,1.065875,7.952943
2019,6,0.931168,2.195729,3.064677,6.189718,0.718461,0.250032,0.017047,0.109795,0.199881,0.421329,0.998086,7.918651
2019,7,1.1537,2.480888,3.178685,6.811535,0.753898,0.221515,0.017641,0.112915,0.196807,0.436704,0.985581,8.563588
2019,8,1.086347,2.522268,3.254631,6.86216,0.750891,0.201063,0.017799,0.109032,0.177904,0.433912,0.93971,8.566683
2019,9,0.986078,2.285708,2.995025,6.26438,0.689836,0.164972,0.017398,0.095222,0.218292,0.405571,0.901455,7.867671
2019,10,0.800958,2.389642,3.165289,6.3538,0.647745,0.163013,0.015554,0.084766,0.245996,0.424189,0.933519,7.942557
2019,11,0.884908,2.884605,3.046309,6.814014,0.669598,0.180038,0.013978,0.06285,0.224267,0.4194,0.900533,8.396412
2019,12,0.859937,3.286505,3.092644,7.236205,0.763034,0.191263,0.015927,0.052791,0.237263,0.43831,0.935555,8.948567
2020,1,0.785254,3.437633,3.00862,7.230035,0.774776,0.21492,0.015446,0.063049,0.246709,0.419529,0.959653,8.975322
2020,2,0.693585,3.166283,2.844146,6.7023,0.688502,0.226941,0.015824,0.075932,0.255386,0.393824,0.967907,8.368369
2020,3,0.632553,2.816922,2.791433,6.239582,0.668515,0.208999,0.018232,0.091137,0.257222,0.388773,0.964364,7.88535
2020,4,0.515285,2.334904,2.123036,4.97187,0.61809,0.203484,0.017302,0.108976,0.261016,0.324965,0.915744,6.516773
2020,5,0.57363,2.143538,2.405885,5.122613,0.672074,0.262981,0.01733,0.12885,0.248956,0.364649,1.022765,6.830094
2020,6,0.766508,2.201454,2.555514,5.523024,0.702024,0.245639,0.016383,0.128873,0.265053,0.382444,1.038392,7.276759
2020,7,1.017936,2.549801,2.77113,6.338741,0.7248,0.234606,0.017058,0.138668,0.200605,0.395232,0.986168,8.068227
2020,8,1.032535,2.482876,2.815347,6.330145,0.720588,0.204267,0.016985,0.125173,0.202036,0.395301,0.943762,8.014567
2020,9,0.805602,2.2255,2.697219,5.727728,0.686588,0.163869,0.016505,0.106348,0.203411,0.384258,0.874391,7.301468
2020,10,0.72018,2.39617,2.810304,5.925301,0.6201,0.165024,0.016674,0.096414,0.252861,0.387945,0.918917,7.477573
2020,11,0.72945,2.526897,2.709572,5.963724,0.645145,0.183291,0.017476,0.078394,0.290644,0.392939,0.962745,7.583259
2020,12,0.908591,3.295002,2.79897,7.001264,0.729872,0.188688,0.017685,0.070424,0.280829,0.410917,0.968544,8.714428
2021,1,0.950162,3.461929,2.812847,7.221838,0.749317,0.226466,0.017429,0.07793,0.267156,0.388302,0.977283,8.962582
2021,2,0.998524,3.209102,2.414697,6.619701,0.657619,0.189705,0.016404,0.085823,0.235729,0.349705,0.877365,8.164671
2021,3,0.741571,2.74165,2.885792,6.368857,0.665496,0.189265,0.016348,0.122643,0.350426,0.408023,1.086705,8.134114
2021,4,0.651231,2.343323,2.880069,5.870485,0.596383,0.168451,0.016577,0.141404,0.317398,0.389086,1.032916,7.511126
2021,5,0.758722,2.189935,3.009984,5.954961,0.662215,0.199978,0.017379,0.158783,0.294382,0.42279,1.093312,7.723095
2021,6,0.997793,2.315605,3.009374,6.316792,0.690171,0.211213,0.017623,0.155506,0.233454,0.407855,1.025652,8.04777
2021,7,1.160573,2.495602,3.0402,6.693459,0.719015,0.193998,0.017633,0.157132,0.188967,0.423094,0.980824,8.408373
2021,8,1.157596,2.51799,3.110842,6.781378,0.725698,0.183832,0.017345,0.15357,0.234966,0.41405,1.003764,8.522359
2021,9,0.926432,2.215915,2.949657,6.086217,0.673595,0.157619,0.017141,0.14182,0.251575,0.393818,0.961973,7.731151
2021,10,0.761648,2.340361,3.062936,6.1614,0.594842,0.157905,0.01689,0.12001,0.284597,0.423059,1.002461,7.768432
2021,11,0.705348,2.787096,2.990782,6.478319,0.655479,0.179494,0.017036,0.102039,0.316202,0.408375,1.023147,8.16091
2021,12,0.73795,3.112567,3.075539,6.919182,0.738739,0.225025,0.01815,0.084571,0.356847,0.421629,1.106222,8.772377
2022,1,1.011732,3.738967,2.948404,7.693368,0.737246,0.23702,0.018549,0.102825,0.335073,0.399725,1.093191,9.534034
2022,2,0.839077,3.171549,2.761205,6.769478,0.646209,0.207656,0.015838,0.11661,0.334798,0.372174,1.047077,8.468977
2022,3,0.733283,2.881778,3.08574,6.696051,0.659704,0.229321,0.01703,0.153842,0.37926,0.411968,1.191421,8.553988
2022,4,0.662536,2.461393,2.893085,6.011789,0.577555,0.177165,0.016415,0.172819,0.405464,0.393565,1.165428,7.763289
2022,5,0.74508,2.325094,3.013968,6.074594,0.662084,0.210129,0.017116,0.193046,0.367518,0.415009,1.202818,7.948937
2022,6,0.873602,2.41064,3.018917,6.299558,0.685919,0.236668,0.016975,0.199707,0.295555,0.417558,1.166464,8.166901
2022,7,1.01985,2.686994,3.049157,6.752094,0.719279,0.226013,0.017759,0.199439,0.257438,0.421297,1.121946,8.608965
